iter	Logloss
164	0.0008485084432
165	0.0008369887159
166	0.0008369806717
167	0.0008369807422
168	0.0008369637717
169	0.0008369600181
170	0.0008369517766
171	0.0008369449341
172	0.00082758183
173	0.0008204594195
174	0.0008105941654
175	0.0007959383669
176	0.0007959445773
177	0.0007901533738
178	0.0007865024408
179	0.0007864955676
180	0.0007765842979
181	0.0007765832101
182	0.0007691170953
183	0.0007691177374
184	0.0007691062653
185	0.0007493090861
186	0.0007492976898
187	0.0007492882851
188	0.0007356057716
189	0.0007283614396
190	0.0007197026532
191	0.0007197034564
192	0.0007120034662
193	0.000712001329
194	0.0007120012128
195	0.0007017233884
196	0.0007017210627
197	0.0006826114086
198	0.0006785640637
199	0.0006785594783
200	0.0006700780505
201	0.0006700712119
202	0.0006700681249
203	0.0006700686264
204	0.0006615451273
205	0.0006615451273
206	0.0006510862432
207	0.0006510809355
208	0.0006510809355
209	0.0006510809355
210	0.0006356121033
211	0.0006277527269
212	0.0006277475901
213	0.000627749802
214	0.0006277542569
215	0.0006277542569
216	0.0006277542569
217	0.0006277208408
218	0.0006277208408
219	0.0006223543416
220	0.0006223554721
221	0.000622343769
222	0.0006223258939
223	0.0006223184885
224	0.0006223269934
225	0.0006223152836
226	0.0006062066355
227	0.0006062010379
228	0.0006061956092
229	0.0006061980476
230	0.0005947623783
231	0.0005947623783
232	0.0005947466187
233	0.0005947466187
234	0.0005840000351
235	0.0005839945479
236	0.0005839933398
237	0.0005839944833
238	0.0005839944833
239	0.0005733500325
240	0.0005660187219
241	0.0005660219715
242	0.0005578915802
243	0.0005578915802
244	0.0005578874887
245	0.0005499084069
246	0.0005433885167
247	0.0005382219922
248	0.0005282847866
249	0.0005197000965
250	0.0005196982877
251	0.0005114349003
252	0.0005114259498
253	0.0005114304578
254	0.0005061579232
255	0.0005061587097
256	0.0005061245082
257	0.0005061188292
258	0.0005061188292
259	0.0005061200701
260	0.0005061035406
261	0.0005060953343
262	0.0005004538571
263	0.0005004282914
264	0.0005004255308
265	0.0005004170166
266	0.0005004183629
267	0.0005003999045
268	0.0005004033351
269	0.0005004033188
270	0.0005003930837
271	0.0005003902818
272	0.000500381887
273	0.0005003665917
274	0.0005003572679
275	0.0005003566207
276	0.0005003538174
277	0.000500348079
278	0.0005003424612
279	0.0005003377619
280	0.0005003377619
281	0.0005003392291
282	0.0005003367172
283	0.0005003325606
284	0.0005003238817
285	0.0005003245094
286	0.0005003157807
287	0.0005003096753
288	0.0005003087425
289	0.0005003086348
290	0.0005003070764
291	0.0005002986344
292	0.0005002847601
293	0.0005002840076
294	0.0005002774261
295	0.0005002660549
296	0.0005002681064
297	0.0005002679809
298	0.0005002511799
299	0.0005002511799
300	0.0005002445275
301	0.0005002411828
302	0.0005002443067
303	0.0005002321602
304	0.0005002321602
305	0.000500231301
306	0.0005002129177
307	0.0005002007333
308	0.0005001989534
309	0.0005002006785
310	0.0005001963742
311	0.0005001921807
312	0.0005001921807
313	0.0005001918482
314	0.0005001823971
315	0.0005001778019
316	0.000500176086
317	0.000500176086
318	0.0005001635579
319	0.0005001635579
320	0.0005001606217
321	0.000500160022
322	0.0005001594087
323	0.0005001590724
324	0.000500143107
325	0.0005001406464
326	0.0005001314166
327	0.000500136451
328	0.000500136451
329	0.0005001281181
330	0.0005001320974
331	0.0005001284941
332	0.0005001284941
333	0.0005001210379
334	0.0005001196767
335	0.00050011152
336	0.0005001087968
337	0.0005001100263
338	0.0005001010559
339	0.0005001025392
340	0.0005001025392
341	0.0005001025392
342	0.0005001027122
343	0.0005001006019
344	0.0005000920319
345	0.0005000928163
346	0.0005000875793
347	0.0005000875793
348	0.0005000875793
349	0.0005000847488
350	0.0005000820799
351	0.0005000820799
352	0.0005000820799
353	0.0005000820799
354	0.0005000820799
355	0.000500083513
356	0.000500083513
357	0.0005000801246
358	0.0005000748117
359	0.0005000762511
360	0.0005000711142
361	0.0005000623472
362	0.000500055991
363	0.0005000576111
364	0.0005000510191
365	0.0005000507057
366	0.0005000434421
367	0.0005000410281
368	0.0005000410281
369	0.0005000405504
370	0.0005000284741
371	0.0005000196178
372	0.0005000196178
373	0.0005000196178
374	0.0005000127684
375	0.0005000127684
376	0.0005000100719
377	0.000500004238
378	0.0004999942218
379	0.0004999864772
380	0.0004999864772
381	0.0004999887813
382	0.0004999840161
383	0.0004999840161
384	0.0004999770792
385	0.0004999727884
386	0.0004999750948
387	0.0004999739184
388	0.0004999739184
389	0.0004999620304
390	0.0004999626707
391	0.0004999593376
392	0.000499955836
393	0.0004999567521
394	0.0004999567521
395	0.0004999472924
396	0.0004999472924
397	0.0004999472924
398	0.0004999462418
399	0.0004999462418
400	0.0004999453202
401	0.0004999362843
402	0.0004999308927
403	0.0004999308927
404	0.0004999236618
405	0.0004999285685
406	0.0004999235437
407	0.0004999194593
408	0.0004999164183
409	0.0004999164183
410	0.0004999164183
411	0.0004999164183
412	0.0004999133449
413	0.0004999066834
414	0.0004999066834
415	0.0004999041306
416	0.0004999041306
417	0.0004999041306
418	0.0004999041306
419	0.0004998999349
420	0.0004998999349
421	0.0004998999349
422	0.0004998999349
423	0.0004998999349
424	0.0004998999349
425	0.0004998999349
426	0.0004998999349
427	0.0004998999349
428	0.0004998975686
429	0.0004998957385
430	0.0004998957385
431	0.0004998902575
432	0.0004998902575
433	0.000499883487
434	0.0004998816079
435	0.0004998744715
436	0.0004998715758
437	0.0004998680524
438	0.0004998680524
439	0.0004998655981
440	0.000499863804
441	0.000499863804
442	0.000499863804
443	0.0004998628924
444	0.0004998606204
445	0.0004998581208
446	0.0004998464884
447	0.000499842562
448	0.0004998392297
449	0.0004998402631
450	0.0004998402631
451	0.0004998402631
452	0.0004998421823
453	0.0004998347159
454	0.000499828094
455	0.0004998280275
456	0.0004998280275
457	0.0004998196505
458	0.00049982272
459	0.00049982272
460	0.0004998140281
461	0.0004998101426
462	0.000499812533
463	0.0004998038418
464	0.0004998038418
465	0.0004998027528
466	0.0004997984608
467	0.0004997929658
468	0.0004997929658
469	0.0004997986286
470	0.0004997986286
471	0.0004997899679
472	0.000499785675
473	0.0004997851591
474	0.0004997850428
475	0.000499780893
476	0.000499775621
477	0.000499777565
478	0.0004997720004
479	0.0004997720004
480	0.0004997644357
481	0.0004997535889
482	0.0004997535889
483	0.000499756451
484	0.000499756451
485	0.000499745718
486	0.000499745718
487	0.0004997450526
488	0.0004997401435
489	0.0004997426197
490	0.0004997426197
491	0.0004997349414
492	0.0004997239545
493	0.0004997239545
494	0.000499722231
495	0.0004997227591
496	0.0004997176353
497	0.0004997176353
498	0.0004997203457
499	0.0004997104388
500	0.00049970796
501	0.0004997082612
502	0.0004996982894
503	0.0004996894471
504	0.0004996909183
505	0.0004996897543
506	0.0004996897543
507	0.0004996897543
508	0.0004996834093
509	0.0004996842834
510	0.0004996782914
511	0.0004996706117
512	0.0004996696922
513	0.0004996680118
514	0.000499664618
515	0.0004996615164
516	0.0004996567867
517	0.0004996516652
518	0.0004996503155
519	0.0004996406127
520	0.0004996442473
521	0.0004996386537
522	0.0004996368237
523	0.0004996381334
524	0.0004996369602
525	0.0004996260423
526	0.0004996260423
527	0.0004996260423
528	0.0004996131978
529	0.000499620529
530	0.0004996117896
531	0.0004996117896
532	0.0004996117896
533	0.0004996088964
534	0.0004996051393
535	0.0004996051393
536	0.0004996051393
537	0.0004995959979
538	0.000499604719
539	0.000499604719
540	0.000499604719
541	0.0004995942909
542	0.0004995942909
543	0.0004995942909
544	0.0004995942909
545	0.0004995942909
546	0.0004995942909
547	0.0004995942909
548	0.0004995942909
549	0.0004995785782
550	0.0004995785782
551	0.0004995785782
552	0.0004995785782
553	0.0004995785782
554	0.0004995785782
555	0.0004995785782
556	0.0004995785782
557	0.0004995785782
558	0.0004995785782
559	0.0004995785782
560	0.0004995867825
561	0.0004995867825
562	0.0004995682614
563	0.0004995682614
564	0.0004995682614
565	0.0004995663694
566	0.0004995663694
567	0.0004995663694
568	0.0004995663694
569	0.0004995663694
570	0.0004995663694
571	0.0004995663694
572	0.0004995663694
573	0.0004995663694
574	0.0004995663694
575	0.0004995637018
576	0.0004995624321
577	0.0004995624321
578	0.0004995624321
579	0.0004995624321
580	0.0004995624321
581	0.0004995590329
582	0.0004995590329
583	0.0004995590329
584	0.0004995539245
585	0.0004995539245
586	0.000499549013
587	0.000499549013
588	0.000499549013
589	0.000499549013
590	0.0004995439871
591	0.0004995464635
592	0.0004995464635
593	0.0004995464635
594	0.0004995464635
595	0.0004995464635
596	0.0004995464635
597	0.0004995464635
598	0.0004995401452
599	0.0004995401452
600	0.000499536642
601	0.0004995299448
602	0.0004995250772
603	0.0004995250772
604	0.0004995250772
605	0.0004995250772
606	0.0004995211477
607	0.0004995211477
608	0.0004995211477
609	0.0004995211477
610	0.0004995211477
611	0.0004995211477
612	0.0004995211477
613	0.0004995211477
614	0.0004995211477
615	0.0004995210394
616	0.0004995146322
617	0.0004995088355
618	0.0004995088355
619	0.0004995088355
620	0.0004995088355
621	0.0004995088355
622	0.0004995122931
623	0.0004995122931
624	0.0004995122931
625	0.0004995122931
626	0.0004995122931
627	0.0004995122931
628	0.0004995122931
629	0.0004995122931
630	0.0004995101588
631	0.0004995063394
632	0.000499495199
633	0.0004994929981
634	0.0004994929981
635	0.0004994929981
636	0.0004994929981
637	0.0004994929981
638	0.0004994929981
639	0.0004994898606
640	0.0004994898606
641	0.0004994898606
642	0.0004994895332
643	0.0004994895332
644	0.0004994895332
645	0.0004994895332
646	0.0004994895332
647	0.0004994895332
648	0.0004994895332
649	0.0004994786868
650	0.0004994786868
651	0.0004994756444
652	0.0004994694036
653	0.0004994694036
654	0.0004994694036
655	0.0004994608587
656	0.0004994608587
657	0.0004994608587
658	0.0004994608587
659	0.0004994608587
660	0.0004994608587
661	0.0004994610816
662	0.0004994610816
663	0.0004994610816
664	0.0004994610816
665	0.0004994610816
666	0.0004994545807
667	0.0004994545807
668	0.0004994545807
669	0.0004994545807
670	0.0004994545807
671	0.0004994489367
672	0.0004994489367
673	0.0004994489367
674	0.0004994489367
675	0.0004994435439
676	0.0004994435439
677	0.0004994435439
678	0.0004994435439
679	0.0004994404957
680	0.0004994404957
681	0.0004994404957
682	0.0004994404957
683	0.0004994404957
684	0.0004994404957
685	0.000499432237
686	0.0004994302471
687	0.0004994302471
688	0.0004994213031
689	0.0004994213031
690	0.0004994213031
691	0.0004994213031
692	0.0004994213031
693	0.0004994213031
694	0.0004994213031
695	0.0004994213031
696	0.0004994213031
697	0.0004994213031
698	0.0004994213031
699	0.0004994229996
